c,a,b,lambda,class,mu,K_lam_mu
5,16,15,"(16, 15, 5)",col_strict,"(31, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,16,15,"(16, 15, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10659
5,16,15,"(16, 15, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",223839
5,16,15,"(16, 15, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2443210
5,16,15,"(16, 15, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",18439652
5,16,15,"(16, 15, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",108013290
5,16,15,"(16, 15, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",522568970
5,16,15,"(16, 15, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2169687520
5,16,15,"(16, 15, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7930107900
5,16,15,"(16, 15, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",25964073135
5,16,15,"(16, 15, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",77065463475
5,16,15,"(16, 15, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",208933034310
5,16,15,"(16, 15, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",519097739160
5,16,15,"(16, 15, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1179767589000
5,16,15,"(16, 15, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2428635851070
5,16,15,"(16, 15, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4412330782860
5,16,15,"(16, 15, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6618496174290
5,16,15,"(16, 15, 5)",two_part,"(34, 2)",0
5,16,15,"(16, 15, 5)",two_part,"(33, 3)",0
5,16,15,"(16, 15, 5)",two_part,"(32, 4)",0
5,16,15,"(16, 15, 5)",two_part,"(31, 5)",0
5,16,15,"(16, 15, 5)",two_part,"(30, 6)",0
5,16,15,"(16, 15, 5)",two_part,"(29, 7)",0
5,16,15,"(16, 15, 5)",two_part,"(28, 8)",0
5,16,15,"(16, 15, 5)",two_part,"(27, 9)",0
5,16,15,"(16, 15, 5)",two_part,"(26, 10)",0
5,16,15,"(16, 15, 5)",two_part,"(25, 11)",0
5,16,15,"(16, 15, 5)",two_part,"(24, 12)",0
5,16,15,"(16, 15, 5)",two_part,"(23, 13)",0
5,16,15,"(16, 15, 5)",two_part,"(22, 14)",0
5,16,15,"(16, 15, 5)",two_part,"(21, 15)",0
5,16,15,"(16, 15, 5)",two_part,"(20, 16)",0
5,16,15,"(16, 15, 5)",two_part,"(19, 17)",0
5,16,15,"(16, 15, 5)",two_part,"(18, 18)",0
5,16,15,"(16, 15, 5)",hook_A,"(32, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(30, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(28, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(26, 2, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,16,15,"(16, 15, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",837
5,16,15,"(16, 15, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",68035
5,16,15,"(16, 15, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1349601
5,16,15,"(16, 15, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",14011855
5,16,15,"(16, 15, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",95600505
5,16,15,"(16, 15, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",471395925
5,16,15,"(16, 15, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1719657940
5,16,15,"(16, 15, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",4290056199
5,17,6,"(17, 6, 5)",col_strict,"(28,)",0
5,17,6,"(17, 6, 5)",col_strict,"(27, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(26, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(25, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(24, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(23, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,6,"(17, 6, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",132
5,17,6,"(17, 6, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1584
5,17,6,"(17, 6, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",10296
5,17,6,"(17, 6, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",48048
5,17,6,"(17, 6, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",180180
5,17,6,"(17, 6, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",576576
5,17,6,"(17, 6, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1633632
5,17,6,"(17, 6, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4200768
5,17,6,"(17, 6, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9976824
5,17,6,"(17, 6, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",22170720
5,17,6,"(17, 6, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",46558512
5,17,6,"(17, 6, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",93117024
5,17,6,"(17, 6, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",178449502
5,17,6,"(17, 6, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",328895952
5,17,6,"(17, 6, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",581242200
5,17,6,"(17, 6, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",963282320
5,17,6,"(17, 6, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1392431040
5,17,6,"(17, 6, 5)",two_part,"(26, 2)",0
5,17,6,"(17, 6, 5)",two_part,"(25, 3)",0
5,17,6,"(17, 6, 5)",two_part,"(24, 4)",0
5,17,6,"(17, 6, 5)",two_part,"(23, 5)",0
5,17,6,"(17, 6, 5)",two_part,"(22, 6)",0
5,17,6,"(17, 6, 5)",two_part,"(21, 7)",0
5,17,6,"(17, 6, 5)",two_part,"(20, 8)",0
5,17,6,"(17, 6, 5)",two_part,"(19, 9)",0
5,17,6,"(17, 6, 5)",two_part,"(18, 10)",0
5,17,6,"(17, 6, 5)",two_part,"(17, 11)",0
5,17,6,"(17, 6, 5)",two_part,"(16, 12)",0
5,17,6,"(17, 6, 5)",two_part,"(15, 13)",0
5,17,6,"(17, 6, 5)",two_part,"(14, 14)",0
5,17,6,"(17, 6, 5)",hook_A,"(24, 2, 2)",0
5,17,6,"(17, 6, 5)",hook_A,"(22, 2, 2, 2)",0
5,17,6,"(17, 6, 5)",hook_A,"(20, 2, 2, 2, 2)",0
5,17,6,"(17, 6, 5)",hook_A,"(18, 2, 2, 2, 2, 2)",0
5,17,6,"(17, 6, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2)",126
5,17,6,"(17, 6, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2)",1932
5,17,6,"(17, 6, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2)",14336
5,17,6,"(17, 6, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2)",72288
5,17,6,"(17, 6, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",284040
5,17,6,"(17, 6, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",934824
5,17,6,"(17, 6, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2667984
5,17,6,"(17, 6, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",6102096
5,17,8,"(17, 8, 5)",col_strict,"(30,)",0
5,17,8,"(17, 8, 5)",col_strict,"(29, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(28, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(27, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(26, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(25, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,8,"(17, 8, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",572
5,17,8,"(17, 8, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",8008
5,17,8,"(17, 8, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",60060
5,17,8,"(17, 8, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",320320
5,17,8,"(17, 8, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1361360
5,17,8,"(17, 8, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4900896
5,17,8,"(17, 8, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",15519504
5,17,8,"(17, 8, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",44341440
5,17,8,"(17, 8, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",116396280
5,17,8,"(17, 8, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",284524240
5,17,8,"(17, 8, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",654380958
5,17,8,"(17, 8, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1427199312
5,17,8,"(17, 8, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2967133400
5,17,8,"(17, 8, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5884678800
5,17,8,"(17, 8, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11040679650
5,17,8,"(17, 8, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",19049230200
5,17,8,"(17, 8, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",28042014000
5,17,8,"(17, 8, 5)",two_part,"(28, 2)",0
5,17,8,"(17, 8, 5)",two_part,"(27, 3)",0
5,17,8,"(17, 8, 5)",two_part,"(26, 4)",0
5,17,8,"(17, 8, 5)",two_part,"(25, 5)",0
5,17,8,"(17, 8, 5)",two_part,"(24, 6)",0
5,17,8,"(17, 8, 5)",two_part,"(23, 7)",0
5,17,8,"(17, 8, 5)",two_part,"(22, 8)",0
5,17,8,"(17, 8, 5)",two_part,"(21, 9)",0
5,17,8,"(17, 8, 5)",two_part,"(20, 10)",0
5,17,8,"(17, 8, 5)",two_part,"(19, 11)",0
5,17,8,"(17, 8, 5)",two_part,"(18, 12)",0
5,17,8,"(17, 8, 5)",two_part,"(17, 13)",0
5,17,8,"(17, 8, 5)",two_part,"(16, 14)",0
5,17,8,"(17, 8, 5)",two_part,"(15, 15)",0
5,17,8,"(17, 8, 5)",hook_A,"(26, 2, 2)",0
5,17,8,"(17, 8, 5)",hook_A,"(24, 2, 2, 2)",0
5,17,8,"(17, 8, 5)",hook_A,"(22, 2, 2, 2, 2)",0
5,17,8,"(17, 8, 5)",hook_A,"(20, 2, 2, 2, 2, 2)",0
5,17,8,"(17, 8, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2)",0
5,17,8,"(17, 8, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2)",532
5,17,8,"(17, 8, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2)",10192
5,17,8,"(17, 8, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2)",91224
5,17,8,"(17, 8, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",542280
5,17,8,"(17, 8, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",2469830
5,17,8,"(17, 8, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",9273924
5,17,8,"(17, 8, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",29253224
5,17,8,"(17, 8, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",69959890
5,17,10,"(17, 10, 5)",col_strict,"(32,)",0
5,17,10,"(17, 10, 5)",col_strict,"(31, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(30, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(29, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(28, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(27, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,17,10,"(17, 10, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1638
5,17,10,"(17, 10, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",26208
5,17,10,"(17, 10, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",222768
5,17,10,"(17, 10, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1336608
5,17,10,"(17, 10, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",6348888
5,17,10,"(17, 10, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",25395552
5,17,10,"(17, 10, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",88884432
5,17,10,"(17, 10, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",279351072
5,17,10,"(17, 10, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",803109538
5,17,10,"(17, 10, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2141096496
5,17,10,"(17, 10, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5346790680
5,17,10,"(17, 10, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12590985680
5,17,10,"(17, 10, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",28039627980
5,17,10,"(17, 10, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",58893503760
5,17,10,"(17, 10, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",115278170280
5,17,10,"(17, 10, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",204043890960
5,17,10,"(17, 10, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",303465576960
5,17,10,"(17, 10, 5)",two_part,"(30, 2)",0
5,17,10,"(17, 10, 5)",two_part,"(29, 3)",0
5,17,10,"(17, 10, 5)",two_part,"(28, 4)",0
5,17,10,"(17, 10, 5)",two_part,"(27, 5)",0
5,17,10,"(17, 10, 5)",two_part,"(26, 6)",0
5,17,10,"(17, 10, 5)",two_part,"(25, 7)",0
5,17,10,"(17, 10, 5)",two_part,"(24, 8)",0
5,17,10,"(17, 10, 5)",two_part,"(23, 9)",0
5,17,10,"(17, 10, 5)",two_part,"(22, 10)",0
5,17,10,"(17, 10, 5)",two_part,"(21, 11)",0
5,17,10,"(17, 10, 5)",two_part,"(20, 12)",0
5,17,10,"(17, 10, 5)",two_part,"(19, 13)",0
5,17,10,"(17, 10, 5)",two_part,"(18, 14)",0
5,17,10,"(17, 10, 5)",two_part,"(17, 15)",0
5,17,10,"(17, 10, 5)",two_part,"(16, 16)",0
5,17,10,"(17, 10, 5)",hook_A,"(28, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(26, 2, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(24, 2, 2, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(22, 2, 2, 2, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2)",0
5,17,10,"(17, 10, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2)",1512
5,17,10,"(17, 10, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2)",35280
5,17,10,"(17, 10, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",373464
