c,a,b,lambda,class,mu,K_lam_mu
5,19,14,"(19, 14, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",7260
5,19,14,"(19, 14, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",237600
5,19,14,"(19, 14, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3366792
5,19,14,"(19, 14, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",30096352
5,19,14,"(19, 14, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",197078882
5,19,14,"(19, 14, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1014520416
5,19,14,"(19, 14, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",4220452896
5,19,14,"(19, 14, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",14004574704
5,19,14,"(19, 14, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",33534338040
5,19,16,"(19, 16, 5)",col_strict,"(40,)",0
5,19,16,"(19, 16, 5)",col_strict,"(39, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(38, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(37, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(36, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(35, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(34, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(33, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(32, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(31, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(30, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(29, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,19,16,"(19, 16, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14364
5,19,16,"(19, 16, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",316008
5,19,16,"(19, 16, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3634092
5,19,16,"(19, 16, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",29072736
5,19,16,"(19, 16, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",181664120
5,19,16,"(19, 16, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",943811440
5,19,16,"(19, 16, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4237679160
5,19,16,"(19, 16, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",16874938080
5,19,16,"(19, 16, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",60690930300
5,19,16,"(19, 16, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",199739259720
5,19,16,"(19, 16, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",607269843180
5,19,16,"(19, 16, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1717057779840
5,19,16,"(19, 16, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4534565349600
5,19,16,"(19, 16, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11206331885760
5,19,16,"(19, 16, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",25892602871520
5,19,16,"(19, 16, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",55656753989760
5,19,16,"(19, 16, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",109962145275840
5,19,16,"(19, 16, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",194330280101760
5,19,16,"(19, 16, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",287350935505920
5,19,16,"(19, 16, 5)",two_part,"(38, 2)",0
5,19,16,"(19, 16, 5)",two_part,"(37, 3)",0
5,19,16,"(19, 16, 5)",two_part,"(36, 4)",0
5,19,16,"(19, 16, 5)",two_part,"(35, 5)",0
5,19,16,"(19, 16, 5)",two_part,"(34, 6)",0
5,19,16,"(19, 16, 5)",two_part,"(33, 7)",0
5,19,16,"(19, 16, 5)",two_part,"(32, 8)",0
5,19,16,"(19, 16, 5)",two_part,"(31, 9)",0
5,19,16,"(19, 16, 5)",two_part,"(30, 10)",0
5,19,16,"(19, 16, 5)",two_part,"(29, 11)",0
5,19,16,"(19, 16, 5)",two_part,"(28, 12)",0
5,19,16,"(19, 16, 5)",two_part,"(27, 13)",0
5,19,16,"(19, 16, 5)",two_part,"(26, 14)",0
5,19,16,"(19, 16, 5)",two_part,"(25, 15)",0
5,19,16,"(19, 16, 5)",two_part,"(24, 16)",0
5,19,16,"(19, 16, 5)",two_part,"(23, 17)",0
5,19,16,"(19, 16, 5)",two_part,"(22, 18)",0
5,19,16,"(19, 16, 5)",two_part,"(21, 19)",0
5,19,16,"(19, 16, 5)",two_part,"(20, 20)",0
5,19,16,"(19, 16, 5)",hook_A,"(36, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(34, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(32, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(30, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(28, 2, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(26, 2, 2, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(24, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(22, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0
5,19,16,"(19, 16, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13662
5,19,16,"(19, 16, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",518364
5,19,16,"(19, 16, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",8315164
5,19,16,"(19, 16, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",82021940
5,19,16,"(19, 16, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",577002426
5,19,16,"(19, 16, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3110953456
5,19,16,"(19, 16, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",13263041776
5,19,16,"(19, 16, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",44361277776
5,19,16,"(19, 16, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",106065822528
5,20,5,"(20, 5, 5)",col_strict,"(30,)",0
5,20,5,"(20, 5, 5)",col_strict,"(29, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(28, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(27, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(26, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(25, 1, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,5,"(20, 5, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",42
5,20,5,"(20, 5, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",462
5,20,5,"(20, 5, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2772
5,20,5,"(20, 5, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",12012
5,20,5,"(20, 5, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",42042
5,20,5,"(20, 5, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",126126
5,20,5,"(20, 5, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",336336
5,20,5,"(20, 5, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",816816
5,20,5,"(20, 5, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1837836
5,20,5,"(20, 5, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3879876
5,20,5,"(20, 5, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7759752
5,20,5,"(20, 5, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14814072
5,20,5,"(20, 5, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",27159132
5,20,5,"(20, 5, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",48050772
5,20,5,"(20, 5, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",82372752
5,20,5,"(20, 5, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",137287920
5,20,5,"(20, 5, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",223042040
5,20,5,"(20, 5, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",353166840
5,20,5,"(20, 5, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",537984720
5,20,5,"(20, 5, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",742931280
5,20,5,"(20, 5, 5)",two_part,"(28, 2)",0
5,20,5,"(20, 5, 5)",two_part,"(27, 3)",0
5,20,5,"(20, 5, 5)",two_part,"(26, 4)",0
5,20,5,"(20, 5, 5)",two_part,"(25, 5)",0
5,20,5,"(20, 5, 5)",two_part,"(24, 6)",0
5,20,5,"(20, 5, 5)",two_part,"(23, 7)",0
5,20,5,"(20, 5, 5)",two_part,"(22, 8)",0
5,20,5,"(20, 5, 5)",two_part,"(21, 9)",0
5,20,5,"(20, 5, 5)",two_part,"(20, 10)",0
5,20,5,"(20, 5, 5)",two_part,"(19, 11)",0
5,20,5,"(20, 5, 5)",two_part,"(18, 12)",0
5,20,5,"(20, 5, 5)",two_part,"(17, 13)",0
5,20,5,"(20, 5, 5)",two_part,"(16, 14)",0
5,20,5,"(20, 5, 5)",two_part,"(15, 15)",0
5,20,5,"(20, 5, 5)",hook_A,"(26, 2, 2)",0
5,20,5,"(20, 5, 5)",hook_A,"(24, 2, 2, 2)",0
5,20,5,"(20, 5, 5)",hook_A,"(22, 2, 2, 2, 2)",0
5,20,5,"(20, 5, 5)",hook_A,"(20, 2, 2, 2, 2, 2)",6
5,20,5,"(20, 5, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2)",171
5,20,5,"(20, 5, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2)",1526
5,20,5,"(20, 5, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2)",8288
5,20,5,"(20, 5, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2)",33516
5,20,5,"(20, 5, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",110964
5,20,5,"(20, 5, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",317394
5,20,5,"(20, 5, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",811404
5,20,5,"(20, 5, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1893684
5,20,5,"(20, 5, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",3846934
5,20,7,"(20, 7, 5)",col_strict,"(32,)",0
5,20,7,"(20, 7, 5)",col_strict,"(31, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(30, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(29, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(28, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(27, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,7,"(20, 7, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",297
5,20,7,"(20, 7, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3861
5,20,7,"(20, 7, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",27027
5,20,7,"(20, 7, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",135135
5,20,7,"(20, 7, 5)",col_strict,"(16, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",540540
5,20,7,"(20, 7, 5)",col_strict,"(15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1837836
5,20,7,"(20, 7, 5)",col_strict,"(14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5513508
5,20,7,"(20, 7, 5)",col_strict,"(13, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",14965236
5,20,7,"(20, 7, 5)",col_strict,"(12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",37413090
5,20,7,"(20, 7, 5)",col_strict,"(11, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",87297210
5,20,7,"(20, 7, 5)",col_strict,"(10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",192053862
5,20,7,"(20, 7, 5)",col_strict,"(9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",401567166
5,20,7,"(20, 7, 5)",col_strict,"(8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",803134332
5,20,7,"(20, 7, 5)",col_strict,"(7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1544489100
5,20,7,"(20, 7, 5)",col_strict,"(6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2868286070
5,20,7,"(20, 7, 5)",col_strict,"(5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5161634010
5,20,7,"(20, 7, 5)",col_strict,"(4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9016047495
5,20,7,"(20, 7, 5)",col_strict,"(3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",15230091240
5,20,7,"(20, 7, 5)",col_strict,"(2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",24377432625
5,20,7,"(20, 7, 5)",col_strict,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",34546304520
5,20,7,"(20, 7, 5)",two_part,"(30, 2)",0
5,20,7,"(20, 7, 5)",two_part,"(29, 3)",0
5,20,7,"(20, 7, 5)",two_part,"(28, 4)",0
5,20,7,"(20, 7, 5)",two_part,"(27, 5)",0
5,20,7,"(20, 7, 5)",two_part,"(26, 6)",0
5,20,7,"(20, 7, 5)",two_part,"(25, 7)",0
5,20,7,"(20, 7, 5)",two_part,"(24, 8)",0
5,20,7,"(20, 7, 5)",two_part,"(23, 9)",0
5,20,7,"(20, 7, 5)",two_part,"(22, 10)",0
5,20,7,"(20, 7, 5)",two_part,"(21, 11)",0
5,20,7,"(20, 7, 5)",two_part,"(20, 12)",0
5,20,7,"(20, 7, 5)",two_part,"(19, 13)",0
5,20,7,"(20, 7, 5)",two_part,"(18, 14)",0
5,20,7,"(20, 7, 5)",two_part,"(17, 15)",0
5,20,7,"(20, 7, 5)",two_part,"(16, 16)",0
5,20,7,"(20, 7, 5)",hook_A,"(28, 2, 2)",0
5,20,7,"(20, 7, 5)",hook_A,"(26, 2, 2, 2)",0
5,20,7,"(20, 7, 5)",hook_A,"(24, 2, 2, 2, 2)",0
5,20,7,"(20, 7, 5)",hook_A,"(22, 2, 2, 2, 2, 2)",0
5,20,7,"(20, 7, 5)",hook_A,"(20, 2, 2, 2, 2, 2, 2)",36
5,20,7,"(20, 7, 5)",hook_A,"(18, 2, 2, 2, 2, 2, 2, 2)",1323
5,20,7,"(20, 7, 5)",hook_A,"(16, 2, 2, 2, 2, 2, 2, 2, 2)",14616
5,20,7,"(20, 7, 5)",hook_A,"(14, 2, 2, 2, 2, 2, 2, 2, 2, 2)",95508
5,20,7,"(20, 7, 5)",hook_A,"(12, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",455085
5,20,7,"(20, 7, 5)",hook_A,"(10, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1746954
5,20,7,"(20, 7, 5)",hook_A,"(8, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",5719527
5,20,7,"(20, 7, 5)",hook_A,"(6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",16556475
5,20,7,"(20, 7, 5)",hook_A,"(4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",43028167
5,20,7,"(20, 7, 5)",hook_A,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",92978340
5,20,9,"(20, 9, 5)",col_strict,"(34,)",0
5,20,9,"(20, 9, 5)",col_strict,"(33, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(32, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(31, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(30, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(29, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(28, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(27, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(26, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(25, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0
5,20,9,"(20, 9, 5)",col_strict,"(20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1001
5,20,9,"(20, 9, 5)",col_strict,"(19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",15015
5,20,9,"(20, 9, 5)",col_strict,"(18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",120120
5,20,9,"(20, 9, 5)",col_strict,"(17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",680680
